timestamp,Title,Original Price,Discounted Price,Shipping Details,url
2025-11-09 22:56:34,Tamron SP 24-70mm F/2.8 Di VC USD G2 for Canon DSLR Cameras,"$1,875.99","$1,209.95",N/A,https://www.ebay.com/itm/205470169255?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-09 22:56:44,N/A,N/A,"$1,209.95",N/A,N/A
2025-11-09 22:56:44,Canon EF 200mm f2.8 L II USM Lens #Q,$400.70,$368.64,N/A,https://www.ebay.com/itm/146853896899?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-09 22:56:54,N/A,N/A,$368.64,N/A,N/A
2025-11-09 22:56:54,"Nikon NIKKOR Telephoto Lens Z 50-250mm, Black",$593.99,$382.99,N/A,https://www.ebay.com/itm/326498959420?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-09 22:56:55,N/A,N/A,$382.99,N/A,N/A
2025-11-09 22:56:55,Canon EF 17-40mm f/4L USM Ultra Wide Angle Zoom Lens for Canon SLR Cameras,$922.99,$594.95,N/A,https://www.ebay.com/itm/205594877630?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425
2025-11-09 22:56:56,N/A,N/A,$594.95,N/A,N/A
2025-11-09 22:56:57,NEBULA Anker Capsule 3 Laser Smart Projector 1080P Portable for Home/Outdoor,$799.99,$499.99,N/A,https://www.ebay.com/itm/385887562764?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-09 22:56:58,N/A,N/A,$499.99,N/A,N/A
2025-11-09 22:56:58,Skullcandy HESH EVO Wireless Over-Ear Headset (Certified Refurbished)-BLACK,$104.99,$39.99,N/A,https://www.ebay.com/itm/265114617809?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-09 22:57:08,N/A,N/A,$39.99,N/A,N/A
2025-11-09 22:57:08,eufy Floodlight Cam 2 Pro Outdoor Smart Security Camera 2K FHD 360° Pan and Tilt,$249.99,$199.99,N/A,https://www.ebay.com/itm/133913857320?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-09 22:57:09,N/A,N/A,$199.99,N/A,N/A
2025-11-09 22:57:09,"Bose Smart Ultra Soundbar Home Theater, Certified Refurbished",N/A,$874.00,N/A,https://www.ebay.com/itm/166821183075?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-09 22:57:10,N/A,N/A,$874.00,N/A,N/A
2025-11-09 22:57:10,eufy SoloCam S3 Solar Wireless Security Camera 360°PTZ 3K Dual-Cam Night Vision,$199.99,$125.00,N/A,https://www.ebay.com/itm/386708545260?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006413
2025-11-09 22:57:20,N/A,N/A,$125.00,N/A,N/A
2025-11-09 22:57:20,Anker Prime Docking Station 14-in-1 160W 10Gbps Data Transfer Dual 4K |Refurbish,$249.99,$143.99,N/A,https://www.ebay.com/itm/385840469475?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-09 22:57:21,N/A,N/A,$143.99,N/A,N/A
2025-11-09 22:57:21,Anker 778 Thunderbolt 4 Docking Station 12-in-1 40Gbps 100W Charging for Laptop,$299.99,$151.99,N/A,https://www.ebay.com/itm/385528850566?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-09 22:57:31,N/A,N/A,$151.99,N/A,N/A
2025-11-09 22:57:31,Anker 13-in-1 USB-C Docking Station 85W Charging Triple Display + 6ft 60W Cable,$119.99,$113.99,N/A,https://www.ebay.com/itm/385570084619?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-09 22:57:41,N/A,N/A,$113.99,N/A,N/A
2025-11-09 22:57:41,LENOVO 170W Adapter AC Power Adapter Charger Yellow Tip PA-1171-71 P50 P51 P52,$25.86,$22.49,N/A,https://www.ebay.com/itm/306511296641?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-09 22:57:51,N/A,N/A,$22.49,N/A,N/A
2025-11-09 22:57:52,Apple Pencil (USB-C) - White Stylus MUWA3AM/A with Pixel-Perfect Precision,$79.00,$51.75,N/A,https://www.ebay.com/itm/296262723993?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427
2025-11-09 22:57:53,N/A,N/A,$51.75,N/A,N/A
2025-11-09 22:57:53,Apple iPhone 14 Pro - 512GB - (Unlocked) - A2650 - All Colors - Good,N/A,$469.00,N/A,https://www.ebay.com/itm/365928169381?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-09 22:58:03,N/A,N/A,$469.00,N/A,N/A
2025-11-09 22:58:03,Apple iPhone 16 Pro Max 512GB Unlocked Very Good Condition,N/A,"$1,049.99",N/A,https://www.ebay.com/itm/357558441418?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-09 22:58:04,N/A,N/A,"$1,049.99",N/A,N/A
2025-11-09 22:58:04,Samsung Galaxy S24 Ultra 512GB S928U Unlocked - Good,"$1,419.99",$581.99,N/A,https://www.ebay.com/itm/256652847329?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-09 22:58:14,N/A,N/A,$581.99,N/A,N/A
2025-11-09 22:58:14,Samsung Galaxy S24 128GB S921U Unlocked - Excellent,$799.99,$325.99,N/A,https://www.ebay.com/itm/256496745168?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-09 22:58:15,N/A,N/A,$325.99,N/A,N/A
2025-11-09 22:58:15,Samsung Galaxy S24+ 256GB S926U Unlocked - Excellent,$999.99,$418.99,N/A,https://www.ebay.com/itm/256602372474?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006411
2025-11-09 22:58:25,N/A,N/A,$418.99,N/A,N/A
